Name,Team,player,HR,R,RBI,SB,OBP,W,SV,HLD,SO,WHIP,ERA,ADP,MinDP,MaxDP,C,1B,2B,3B,SS,INF,OF,UT,P
Victor Scott II,STL,Victor Scott II (STL),2,17,11,9,0.289,0,0,0,0,0,0,295.43,117,359,0,0,0,0,0,0,1,1,0
Joey Gallo,WSN,Joey Gallo (WSN),19,45,52,2,0.312,0,0,0,0,0,0,360.98,357,357,0,1,0,0,0,1,1,1,0
Heston Kjerstad,BAL,Heston Kjerstad (BAL),6,26,26,1,0.309,0,0,0,0,0,0,360.93,348,348,0,0,0,0,0,0,0,1,0
Carlos Santana,MIN,Carlos Santana (MIN),14,53,52,2,0.313,0,0,0,0,0,0,360.71,339,358,0,1,0,0,0,1,0,1,0
Luisangel Acuña,NYM,Luisangel Acuna (NYM),0,4,3,2,0.294,0,0,0,0,0,0,360.82,330,330,0,0,0,0,1,1,0,1,0
Blaze Alexander,ARI,Blaze Alexander (ARI),1,7,6,1,0.293,0,0,0,0,0,0,360.74,315,315,0,0,0,0,1,1,0,1,0
Miguel Andujar,OAK,Miguel Andujar (OAK),6,24,26,3,0.302,0,0,0,0,0,0,360.81,331,358,0,0,0,0,0,0,1,1,0
James Wood,WSN,James Wood (WSN),4,17,16,3,0.299,0,0,0,0,0,0,348.63,236,359,0,0,0,0,0,0,1,1,0
Jonathan Aranda,TBR,Jonathan Aranda (TBR),8,30,32,1,0.314,0,0,0,0,0,0,360.73,315,360,0,0,0,0,0,0,0,1,0
Jacob Hurtubise,CIN,Jacob Hurtubise (CIN),0,3,2,1,0.335,0,0,0,0,0,0,360.81,339,350,0,0,0,0,0,0,1,1,0
Tyler Wade,SDP,Tyler Wade (SDP),1,10,5,7,0.287,0,0,0,0,0,0,360.91,345,345,0,0,0,1,1,1,0,1,0
Dylan Crews,WSN,Dylan Crews (WSN),4,16,16,3,0.288,0,0,0,0,0,0,358.71,254,358,0,0,0,0,0,0,1,1,0
Michael Busch,CHC,Michael Busch (CHC),10,39,42,2,0.307,0,0,0,0,0,0,337.55,224,360,0,1,0,1,0,1,0,1,0
Forrest Wall,ATL,Forrest Wall (ATL),1,8,4,5,0.283,0,0,0,0,0,0,360.94,353,358,0,0,0,0,0,0,1,1,0
Eddie Rosario,WSN,Eddie Rosario (WSN),12,40,43,5,0.295,0,0,0,0,0,0,360.17,332,360,0,0,0,0,0,0,1,1,0
Charlie Blackmon,COL,Charlie Blackmon (COL),10,55,49,3,0.334,0,0,0,0,0,0,359.38,297,354,0,0,0,0,0,0,1,1,0
Joey Meneses,WSN,Joey Meneses (WSN),15,55,64,0,0.303,0,0,0,0,0,0,358.64,294,360,0,0,0,0,0,0,0,1,0
Elehuris Montero,COL,Elehuris Montero (COL),14,45,50,1,0.302,0,0,0,0,0,0,359.97,299,360,0,1,0,0,0,1,0,1,0
Luke Raley,SEA,Luke Raley (SEA),16,48,45,9,0.306,0,0,0,0,0,0,345.22,228,359,0,1,0,0,0,1,1,1,0
Tommy Pham,FA,Tommy Pham (FA),12,51,42,12,0.331,0,0,0,0,0,0,354.57,250,360,0,0,0,0,0,0,1,1,0
Chase DeLauter,CLE,Chase DeLauter (CLE),0,0,0,0,0,0,0,0,0,0,0,358.81,82,357,0,0,0,0,0,0,1,1,0
Jon Berti,NYY,Jon Berti (NYY),5,47,28,21,0.315,0,0,0,0,0,0,360.22,325,359,0,0,0,1,1,1,0,1,0
Trey Lipscomb,WSN,Trey Lipscomb (WSN),0,0,0,0,0,0,0,0,0,0,0,360.28,235,235,0,0,0,1,0,1,0,1,0
Spencer Jones,NYY,Spencer Jones (NYY),0,0,0,0,0,0,0,0,0,0,0,360.44,311,313,0,0,0,0,0,0,1,1,0
Adalberto Mondesi,BOS,Adalberto Mondesi (BOS),6,28,15,21,0.257,0,0,0,0,0,0,360.79,324,324,0,0,0,0,1,1,0,1,0
Spencer Strider,ATL,Spencer Strider (ATL),0,0,0,0,0,15,0,0,248,1.08,3.38,4.77,1,12,0,0,0,0,0,0,0,0,1
Zack Wheeler,PHI,Zack Wheeler (PHI),0,0,0,0,0,13,0,0,191,1.11,3.51,23.79,11,33,0,0,0,0,0,0,0,0,1
Kevin Gausman,TOR,Kevin Gausman (TOR),0,0,0,0,0,12,0,0,208,1.15,3.42,42.46,25,70,0,0,0,0,0,0,0,0,1
Logan Webb,SFG,Logan Webb (SFG),0,0,0,0,0,12,0,0,170,1.17,3.44,50.11,36,68,0,0,0,0,0,0,0,0,1
Aaron Nola,PHI,Aaron Nola (PHI),0,0,0,0,0,12,0,0,195,1.12,3.89,56.64,38,81,0,0,0,0,0,0,0,0,1
Pablo López,MIN,Pablo Lopez (MIN),0,0,0,0,0,12,0,0,200,1.14,3.53,36.1,25,48,0,0,0,0,0,0,0,0,1
Tarik Skubal,DET,Tarik Skubal (DET),0,0,0,0,0,10,0,0,178,1.12,3.44,41.2,25,53,0,0,0,0,0,0,0,0,1
George Kirby,SEA,George Kirby (SEA),0,0,0,0,0,12,0,0,170,1.09,3.57,34.85,23,47,0,0,0,0,0,0,0,0,1
Zach Eflin,TBR,Zach Eflin (TBR),0,0,0,0,0,11,0,0,160,1.11,3.65,73.55,54,99,0,0,0,0,0,0,0,0,1
Framber Valdez,HOU,Framber Valdez (HOU),0,0,0,0,0,14,0,0,187,1.21,3.4,56.4,30,71,0,0,0,0,0,0,0,0,1
Luis Castillo,SEA,Luis Castillo (SEA),0,0,0,0,0,13,0,0,197,1.15,3.54,29.78,13,39,0,0,0,0,0,0,0,0,1
Zac Gallen,ARI,Zac Gallen (ARI),0,0,0,0,0,13,0,0,190,1.16,3.69,42.9,27,65,0,0,0,0,0,0,0,0,1
Yoshinobu Yamamoto,LAD,Yoshinobu Yamamoto (LAD),0,0,0,0,0,12,0,0,173,1.14,3.69,43.55,23,66,0,0,0,0,0,0,0,0,1
Corbin Burnes,BAL,Corbin Burnes (BAL),0,0,0,0,0,11,0,0,196,1.14,3.54,20.35,9,32,0,0,0,0,0,0,0,0,1
Blake Snell,SFG,Blake Snell (SFG),0,0,0,0,0,11,0,0,206,1.25,3.46,71.84,36,121,0,0,0,0,0,0,0,0,1
Max Fried,ATL,Max Fried (ATL),0,0,0,0,0,13,0,0,154,1.18,3.41,52.72,38,71,0,0,0,0,0,0,0,0,1
Freddy Peralta,MIL,Freddy Peralta (MIL),0,0,0,0,0,11,0,0,193,1.15,3.72,53.82,37,73,0,0,0,0,0,0,0,0,1
Justin Steele,CHC,Justin Steele (CHC),0,0,0,0,0,11,0,0,163,1.23,3.67,94.47,65,121,0,0,0,0,0,0,0,0,1
Jesús Luzardo,MIA,Jesus Luzardo (MIA),0,0,0,0,0,11,0,0,189,1.21,3.78,78.78,56,104,0,0,0,0,0,0,0,0,1
Tyler Glasnow,LAD,Tyler Glasnow (LAD),0,0,0,0,0,11,0,0,176,1.1,3.5,35.11,19,48,0,0,0,0,0,0,0,0,1
Logan Gilbert,SEA,Logan Gilbert (SEA),0,0,0,0,0,12,0,0,181,1.14,3.83,63.36,38,79,0,0,0,0,0,0,0,0,1
Mitch Keller,PIT,Mitch Keller (PIT),0,0,0,0,0,10,0,0,171,1.29,4.15,159.36,85,205,0,0,0,0,0,0,0,0,1
Grayson Rodriguez,BAL,Grayson Rodriguez (BAL),0,0,0,0,0,11,0,0,172,1.19,3.72,63.41,40,83,0,0,0,0,0,0,0,0,1
Dylan Cease,SDP,Dylan Cease (SDP),0,0,0,0,0,10,0,0,200,1.27,3.87,92.1,60,139,0,0,0,0,0,0,0,0,1
Shane Bieber,CLE,Shane Bieber (CLE),0,0,0,0,0,10,0,0,156,1.19,3.78,119.22,80,174,0,0,0,0,0,0,0,0,1
Michael King,SDP,Michael King (SDP),0,0,0,0,0,9,0,1,155,1.19,3.56,126.59,97,174,0,0,0,0,0,0,0,0,1
Jordan Montgomery,ARI,Jordan Montgomery (ARI),0,0,0,0,0,10,0,0,147,1.23,3.81,186.04,130,315,0,0,0,0,0,0,0,0,1
Bobby Miller,LAD,Bobby Miller (LAD),0,0,0,0,0,12,0,0,149,1.15,3.83,64.76,20,88,0,0,0,0,0,0,0,0,1
Sonny Gray,STL,Sonny Gray (STL),0,0,0,0,0,9,0,0,148,1.23,3.67,138.37,98,206,0,0,0,0,0,0,0,0,1
Tanner Bibee,CLE,Tanner Bibee (CLE),0,0,0,0,0,10,0,0,167,1.21,3.76,110.01,79,140,0,0,0,0,0,0,0,0,1
Cole Ragans,KCR,Cole Ragans (KCR),0,0,0,0,0,10,0,0,175,1.28,3.87,73.65,37,103,0,0,0,0,0,0,0,0,1
Chris Sale,ATL,Chris Sale (ATL),0,0,0,0,0,9,0,0,155,1.15,3.81,95.73,68,124,0,0,0,0,0,0,0,0,1
José Berríos,TOR,Jose Berrios (TOR),0,0,0,0,0,11,0,0,161,1.23,4.13,158.6,109,200,0,0,0,0,0,0,0,0,1
Merrill Kelly,ARI,Merrill Kelly (ARI),0,0,0,0,0,11,0,0,169,1.26,4,138.52,97,175,0,0,0,0,0,0,0,0,1
Hunter Greene,CIN,Hunter Greene (CIN),0,0,0,0,0,9,0,0,186,1.24,4.2,138.06,89,204,0,0,0,0,0,0,0,0,1
Joe Ryan,MIN,Joe Ryan (MIN),0,0,0,0,0,11,0,0,179,1.13,3.99,86.37,64,116,0,0,0,0,0,0,0,0,1
Shota Imanaga,CHC,Shota Imanaga (CHC),0,0,0,0,0,9,0,0,155,1.21,3.88,151.3,108,185,0,0,0,0,0,0,0,0,1
Chris Bassitt,TOR,Chris Bassitt (TOR),0,0,0,0,0,12,0,0,159,1.22,4,128.88,87,177,0,0,0,0,0,0,0,0,1
Joe Musgrove,SDP,Joe Musgrove (SDP),0,0,0,0,0,10,0,0,148,1.16,3.66,100.2,73,148,0,0,0,0,0,0,0,0,1
Carlos Rodón,NYY,Carlos Rodon (NYY),0,0,0,0,0,10,0,0,157,1.18,4.07,139.4,85,205,0,0,0,0,0,0,0,0,1
Ranger Suárez,PHI,Ranger Suarez (PHI),0,0,0,0,0,8,0,0,129,1.32,4,321.28,229,360,0,0,0,0,0,0,0,0,1
Alex Cobb,SFG,Alex Cobb (SFG),0,0,0,0,0,7,0,0,115,1.28,3.84,357.55,294,358,0,0,0,0,0,0,0,0,1
Brayan Bello,BOS,Brayan Bello (BOS),0,0,0,0,0,11,0,0,139,1.35,4.28,211.97,168,262,0,0,0,0,0,0,0,0,1
Yu Darvish,SDP,Yu Darvish (SDP),0,0,0,0,0,9,0,0,141,1.17,4.09,168.48,131,207,0,0,0,0,0,0,0,0,1
Hunter Brown,HOU,Hunter Brown (HOU),0,0,0,0,0,11,0,0,156,1.26,3.92,151.31,109,191,0,0,0,0,0,0,0,0,1
Nestor Cortes,NYY,Nestor Cortes (NYY),0,0,0,0,0,9,0,0,137,1.18,3.98,214.51,164,259,0,0,0,0,0,0,0,0,1
Aaron Civale,TBR,Aaron Civale (TBR),0,0,0,0,0,9,0,0,133,1.19,4.04,189.52,144,224,0,0,0,0,0,0,0,0,1
Braxton Garrett,MIA,Braxton Garrett (MIA),0,0,0,0,0,7,0,0,128,1.24,3.86,266.96,176,360,0,0,0,0,0,0,0,0,1
DL Hall,MIL,DL Hall (MIL),0,0,0,0,0,7,1,3,133,1.29,3.9,279.37,181,343,0,0,0,0,0,0,0,0,1
Bailey Ober,MIN,Bailey Ober (MIN),0,0,0,0,0,9,0,0,151,1.17,4.08,116.6,92,154,0,0,0,0,0,0,0,0,1
Cristopher Sánchez,PHI,Cristopher Sanchez (PHI),0,0,0,0,0,8,0,0,129,1.25,4.05,206.01,151,251,0,0,0,0,0,0,0,0,1
Reid Detmers,LAA,Reid Detmers (LAA),0,0,0,0,0,8,0,0,164,1.28,4.26,232.63,186,304,0,0,0,0,0,0,0,0,1
Nathan Eovaldi,TEX,Nathan Eovaldi (TEX),0,0,0,0,0,9,0,0,135,1.24,4.05,192.09,130,249,0,0,0,0,0,0,0,0,1
Nick Pivetta,BOS,Nick Pivetta (BOS),0,0,0,0,0,10,0,0,180,1.23,4.21,159.9,117,205,0,0,0,0,0,0,0,0,1
Marcus Stroman,NYY,Marcus Stroman (NYY),0,0,0,0,0,10,0,0,127,1.28,3.99,250.97,197,304,0,0,0,0,0,0,0,0,1
Yusei Kikuchi,TOR,Yusei Kikuchi (TOR),0,0,0,0,0,9,0,0,156,1.29,4.19,229.82,184,311,0,0,0,0,0,0,0,0,1
Kyle Gibson,STL,Kyle Gibson (STL),0,0,0,0,0,10,0,0,137,1.35,4.5,358.66,181,357,0,0,0,0,0,0,0,0,1
Brady Singer,KCR,Brady Singer (KCR),0,0,0,0,0,8,0,0,132,1.34,4.51,356.79,222,357,0,0,0,0,0,0,0,0,1
Kenta Maeda,DET,Kenta Maeda (DET),0,0,0,0,0,7,0,0,137,1.23,4.23,233.6,193,290,0,0,0,0,0,0,0,0,1
Jon Gray,TEX,Jon Gray (TEX),0,0,0,0,0,9,0,0,147,1.27,4.29,298.64,243,359,0,0,0,0,0,0,0,0,1
Frankie Montas,CIN,Frankie Montas (CIN),0,0,0,0,0,8,0,0,126,1.3,4.42,293.89,211,359,0,0,0,0,0,0,0,0,1
Jose Quintana,NYM,Jose Quintana (NYM),0,0,0,0,0,8,0,0,125,1.36,4.18,352.8,283,360,0,0,0,0,0,0,0,0,1
Clarke Schmidt,NYY,Clarke Schmidt (NYY),0,0,0,0,0,9,0,0,134,1.29,4.36,329.95,233,360,0,0,0,0,0,0,0,0,1
Miles Mikolas,STL,Miles Mikolas (STL),0,0,0,0,0,9,0,0,123,1.27,4.46,354.85,286,352,0,0,0,0,0,0,0,0,1
Eduardo Rodriguez,ARI,Eduardo Rodriguez (ARI),0,0,0,0,0,9,0,0,120,1.28,3.94,255.84,151,359,0,0,0,0,0,0,0,0,1
Patrick Sandoval,LAA,Patrick Sandoval (LAA),0,0,0,0,0,8,0,0,136,1.4,4.09,360.15,316,359,0,0,0,0,0,0,0,0,1
Seth Lugo,KCR,Seth Lugo (KCR),0,0,0,0,0,8,0,0,126,1.3,4.34,266.02,200,345,0,0,0,0,0,0,0,0,1
Justin Verlander,HOU,Justin Verlander (HOU),0,0,0,0,0,9,0,0,121,1.2,3.97,175.24,113,251,0,0,0,0,0,0,0,0,1
Walker Buehler,LAD,Walker Buehler (LAD),0,0,0,0,0,9,0,0,112,1.19,3.92,191.8,103,305,0,0,0,0,0,0,0,0,1
Kutter Crawford,BOS,Kutter Crawford (BOS),0,0,0,0,0,8,0,0,138,1.26,4.44,219.78,164,257,0,0,0,0,0,0,0,0,1
Sean Manaea,NYM,Sean Manaea (NYM),0,0,0,0,0,8,0,0,139,1.26,4.25,315.74,226,360,0,0,0,0,0,0,0,0,1
Chris Paddack,MIN,Chris Paddack (MIN),0,0,0,0,0,8,0,0,110,1.26,4.41,293.86,228,359,0,0,0,0,0,0,0,0,1
Kyle Harrison,SFG,Kyle Harrison (SFG),0,0,0,0,0,6,0,0,151,1.29,4.06,220.53,173,282,0,0,0,0,0,0,0,0,1
Griffin Canning,LAA,Griffin Canning (LAA),0,0,0,0,0,8,0,0,151,1.25,4.16,268.24,217,332,0,0,0,0,0,0,0,0,1
Lance Lynn,STL,Lance Lynn (STL),0,0,0,0,0,9,0,0,152,1.28,4.49,312.99,190,360,0,0,0,0,0,0,0,0,1
Charlie Morton,ATL,Charlie Morton (ATL),0,0,0,0,0,10,0,0,157,1.33,4.15,216.34,132,265,0,0,0,0,0,0,0,0,1
Kodai Senga,NYM,Kodai Senga (NYM),0,0,0,0,0,7,0,0,116,1.25,3.69,243.89,104,348,0,0,0,0,0,0,0,0,1
Graham Ashcraft,CIN,Graham Ashcraft (CIN),0,0,0,0,0,7,0,0,109,1.39,4.76,357.36,279,358,0,0,0,0,0,0,0,0,1
Garrett Whitlock,BOS,Garrett Whitlock (BOS),0,0,0,0,0,7,0,0,111,1.21,4.17,305.53,211,360,0,0,0,0,0,0,0,0,1
Triston McKenzie,CLE,Triston McKenzie (CLE),0,0,0,0,0,8,0,0,141,1.21,4.13,194.55,108,264,0,0,0,0,0,0,0,0,1
Steven Matz,STL,Steven Matz (STL),0,0,0,0,0,7,0,1,114,1.28,4.06,357.99,305,360,0,0,0,0,0,0,0,0,1
Bryce Miller,SEA,Bryce Miller (SEA),0,0,0,0,0,9,0,0,132,1.18,4.12,160.45,121,201,0,0,0,0,0,0,0,0,1
Nick Lodolo,CIN,Nick Lodolo (CIN),0,0,0,0,0,6,0,0,134,1.25,4.13,254.48,195,357,0,0,0,0,0,0,0,0,1
Dane Dunning,TEX,Dane Dunning (TEX),0,0,0,0,0,8,0,0,125,1.36,4.38,348.11,238,360,0,0,0,0,0,0,0,0,1
MacKenzie Gore,WSN,MacKenzie Gore (WSN),0,0,0,0,0,8,0,0,149,1.33,4.29,257.17,177,315,0,0,0,0,0,0,0,0,1
Brandon Pfaadt,ARI,Brandon Pfaadt (ARI),0,0,0,0,0,8,0,0,135,1.22,4.33,202.18,163,251,0,0,0,0,0,0,0,0,1
Jameson Taillon,CHC,Jameson Taillon (CHC),0,0,0,0,0,8,0,0,116,1.26,4.52,354.63,276,357,0,0,0,0,0,0,0,0,1
Andrew Abbott,CIN,Andrew Abbott (CIN),0,0,0,0,0,7,0,0,136,1.32,4.31,290.36,187,352,0,0,0,0,0,0,0,0,1
Gavin Williams,CLE,Gavin Williams (CLE),0,0,0,0,0,7,0,0,128,1.25,3.96,224.02,136,354,0,0,0,0,0,0,0,0,1
Taijuan Walker,PHI,Taijuan Walker (PHI),0,0,0,0,0,9,0,0,112,1.34,4.61,359.7,250,352,0,0,0,0,0,0,0,0,1
Trevor Rogers,MIA,Trevor Rogers (MIA),0,0,0,0,0,7,0,0,116,1.29,4.21,288.4,209,358,0,0,0,0,0,0,0,0,1
Reese Olson,DET,Reese Olson (DET),0,0,0,0,0,7,0,0,126,1.29,4.3,277.46,220,357,0,0,0,0,0,0,0,0,1
Louie Varland,MIN,Louie Varland (MIN),0,0,0,0,0,9,0,0,138,1.26,4.15,268.59,202,349,0,0,0,0,0,0,0,0,1
Cristian Javier,HOU,Cristian Javier (HOU),0,0,0,0,0,10,0,0,166,1.23,4.3,162.59,104,208,0,0,0,0,0,0,0,0,1
Tanner Houck,BOS,Tanner Houck (BOS),0,0,0,0,0,8,0,0,125,1.32,4.25,330.68,244,360,0,0,0,0,0,0,0,0,1
Jordan Hicks,SFG,Jordan Hicks (SFG),0,0,0,0,0,6,0,0,110,1.33,3.82,301.52,207,359,0,0,0,0,0,0,0,0,1
Taj Bradley,TBR,Taj Bradley (TBR),0,0,0,0,0,7,0,0,118,1.24,4.18,320.21,181,357,0,0,0,0,0,0,0,0,1
Martín Pérez,PIT,Martin Perez (PIT),0,0,0,0,0,8,0,0,103,1.42,4.49,360.85,341,359,0,0,0,0,0,0,0,0,1
Michael Wacha,KCR,Michael Wacha (KCR),0,0,0,0,0,8,0,0,110,1.29,4.43,289.93,226,359,0,0,0,0,0,0,0,0,1
Kyle Bradish,BAL,Kyle Bradish (BAL),0,0,0,0,0,7,0,0,99,1.21,3.71,334.24,216,360,0,0,0,0,0,0,0,0,1
Logan Allen,CLE,Logan Allen (CLE),0,0,0,0,0,8,0,0,128,1.3,4.14,328.05,240,359,0,0,0,0,0,0,0,0,1
Nick Martinez,CIN,Nick Martinez (CIN),0,0,0,0,0,6,2,3,113,1.37,4.4,357.16,310,358,0,0,0,0,0,0,0,0,1
Zack Littell,TBR,Zack Littell (TBR),0,0,0,0,0,7,0,0,108,1.26,4.37,312.97,258,355,0,0,0,0,0,0,0,0,1
Kyle Hendricks,CHC,Kyle Hendricks (CHC),0,0,0,0,0,8,0,0,98,1.31,4.58,358.8,281,350,0,0,0,0,0,0,0,0,1
Edward Cabrera,MIA,Edward Cabrera (MIA),0,0,0,0,0,7,0,0,126,1.34,4.04,322.48,230,358,0,0,0,0,0,0,0,0,1
Jack Flaherty,DET,Jack Flaherty (DET),0,0,0,0,0,8,0,0,135,1.39,4.49,293.27,157,359,0,0,0,0,0,0,0,0,1
A.J. Puk,MIA,A.J. Puk (MIA),0,0,0,0,0,6,3,2,109,1.25,4.01,236.71,180,347,0,0,0,0,0,0,0,0,1
Reynaldo López,ATL,Reynaldo Lopez (ATL),0,0,0,0,0,7,3,2,109,1.26,3.99,318.53,231,358,0,0,0,0,0,0,0,0,1
Luis Severino,NYM,Luis Severino (NYM),0,0,0,0,0,7,0,0,121,1.3,4.52,227.69,169,336,0,0,0,0,0,0,0,0,1
Ryan Pepiot,TBR,Ryan Pepiot (TBR),0,0,0,0,0,8,0,0,127,1.21,3.99,181.84,118,240,0,0,0,0,0,0,0,0,1
Bryan Woo,SEA,Bryan Woo (SEA),0,0,0,0,0,5,0,0,106,1.19,3.93,201.27,134,357,0,0,0,0,0,0,0,0,1
Edwin Díaz,NYM,Edwin Diaz (NYM),0,0,0,0,0,3,34,1,97,1.04,2.7,43.41,28,59,0,0,0,0,0,0,0,0,1
Shane Baz,TBR,Shane Baz (TBR),0,0,0,0,0,6,0,0,97,1.18,3.79,314.35,197,360,0,0,0,0,0,0,0,0,1
Garrett Crochet,CHW,Garrett Crochet (CHW),0,0,0,0,0,6,0,1,127,1.37,4.12,339.01,228,359,0,0,0,0,0,0,0,0,1
JP Sears,OAK,JP Sears (OAK),0,0,0,0,0,8,0,0,144,1.24,4.33,342.02,261,360,0,0,0,0,0,0,0,0,1
Andrew Heaney,TEX,Andrew Heaney (TEX),0,0,0,0,0,7,0,0,127,1.3,4.38,347.98,249,360,0,0,0,0,0,0,0,0,1
Dean Kremer,BAL,Dean Kremer (BAL),0,0,0,0,0,9,0,0,131,1.31,4.33,307.89,191,355,0,0,0,0,0,0,0,0,1
Jared Jones,PIT,Jared Jones (PIT),0,0,0,0,0,6,0,0,100,1.37,4.71,318.59,182,360,0,0,0,0,0,0,0,0,1
Paul Skenes,PIT,Paul Skenes (PIT),0,0,0,0,0,3,0,0,59,1.26,4.17,268.24,175,358,0,0,0,0,0,0,0,0,1
Chase Silseth,LAA,Chase Silseth (LAA),0,0,0,0,0,7,0,0,120,1.35,4.36,330.69,240,360,0,0,0,0,0,0,0,0,1
Adrian Houser,NYM,Adrian Houser (NYM),0,0,0,0,0,7,0,0,89,1.39,4.51,360.98,358,358,0,0,0,0,0,0,0,0,1
Jordan Wicks,CHC,Jordan Wicks (CHC),0,0,0,0,0,7,0,0,97,1.32,4.39,357.77,293,360,0,0,0,0,0,0,0,0,1
Max Meyer,MIA,Max Meyer (MIA),0,0,0,0,0,5,0,0,84,1.32,4.37,333.82,248,360,0,0,0,0,0,0,0,0,1
John Means,BAL,John Means (BAL),0,0,0,0,0,6,0,0,88,1.17,4.19,344.01,258,360,0,0,0,0,0,0,0,0,1
Michael Soroka,CHW,Michael Soroka (CHW),0,0,0,0,0,6,0,0,101,1.29,4.6,352.3,203,359,0,0,0,0,0,0,0,0,1
Wade Miley,MIL,Wade Miley (MIL),0,0,0,0,0,7,0,0,88,1.34,4.22,360.93,349,349,0,0,0,0,0,0,0,0,1
Keaton Winn,SFG,Keaton Winn (SFG),0,0,0,0,0,5,0,1,78,1.26,4.16,359.41,323,357,0,0,0,0,0,0,0,0,1
James Paxton,LAD,James Paxton (LAD),0,0,0,0,0,7,0,0,94,1.28,4.27,276.15,206,342,0,0,0,0,0,0,0,0,1
Josiah Gray,WSN,Josiah Gray (WSN),0,0,0,0,0,7,0,0,144,1.42,4.91,342.71,256,360,0,0,0,0,0,0,0,0,1
Casey Mize,DET,Casey Mize (DET),0,0,0,0,0,6,0,0,88,1.29,4.48,326.04,203,360,0,0,0,0,0,0,0,0,1
Erick Fedde,CHW,Erick Fedde (CHW),0,0,0,0,0,7,0,0,115,1.36,4.92,330.19,241,358,0,0,0,0,0,0,0,0,1
Gerrit Cole,NYY,Gerrit Cole (NYY),0,0,0,0,0,6,0,0,94,1.11,3.58,157.78,8,340,0,0,0,0,0,0,0,0,1
Eury Pérez,MIA,Eury Perez (MIA),0,0,0,0,0,4,0,0,64,1.17,3.84,175.79,56,347,0,0,0,0,0,0,0,0,1
Aaron Ashby,MIL,Aaron Ashby (MIL),0,0,0,0,0,4,0,1,79,1.36,3.93,359.97,318,360,0,0,0,0,0,0,0,0,1
Mike Clevinger,CHW,Mike Clevinger (CHW),0,0,0,0,0,6,0,0,82,1.3,4.66,360.35,329,359,0,0,0,0,0,0,0,0,1
Emmanuel Clase,CLE,Emmanuel Clase (CLE),0,0,0,0,0,4,34,1,66,1.12,3.01,57.65,38,80,0,0,0,0,0,0,0,0,1
Jake Irvin,WSN,Jake Irvin (WSN),0,0,0,0,0,5,0,0,98,1.38,4.85,360.95,352,352,0,0,0,0,0,0,0,0,1
Max Scherzer,TEX,Max Scherzer (TEX),0,0,0,0,0,5,0,0,88,1.14,3.9,326.59,220,360,0,0,0,0,0,0,0,0,1
Tanner Scott,MIA,Tanner Scott (MIA),0,0,0,0,0,4,25,4,87,1.24,3.25,118.21,84,186,0,0,0,0,0,0,0,0,1
A.J. Minter,ATL,A.J. Minter (ATL),0,0,0,0,0,4,5,18,76,1.17,3.45,358.13,294,360,0,0,0,0,0,0,0,0,1
Alex Wood,OAK,Alex Wood (OAK),0,0,0,0,0,6,0,0,93,1.33,4.49,360.87,344,355,0,0,0,0,0,0,0,0,1
Pete Fairbanks,TBR,Pete Fairbanks (TBR),0,0,0,0,0,3,29,3,75,1.1,2.85,88.74,67,120,0,0,0,0,0,0,0,0,1
Jhony Brito,SDP,Jhony Brito (SDP),0,0,0,0,0,7,0,1,78,1.28,4.21,360.56,340,360,0,0,0,0,0,0,0,0,1
Andrés Muñoz,SEA,Andres Munoz (SEA),0,0,0,0,0,4,29,4,79,1.13,2.94,77.38,51,103,0,0,0,0,0,0,0,0,1
Clayton Kershaw,LAD,Clayton Kershaw (LAD),0,0,0,0,0,4,0,0,50,1.19,3.75,359.12,282,358,0,0,0,0,0,0,0,0,1
Luis Gil,NYY,Luis Gil (NYY),0,0,0,0,0,4,0,1,97,1.31,4.29,335.08,249,360,0,0,0,0,0,0,0,0,1
Tylor Megill,NYM,Tylor Megill (NYM),0,0,0,0,0,7,0,1,97,1.38,4.63,346.44,260,359,0,0,0,0,0,0,0,0,1
Matt Manning,DET,Matt Manning (DET),0,0,0,0,0,5,0,0,73,1.3,4.58,355.07,289,360,0,0,0,0,0,0,0,0,1
Trevor Megill,MIL,Trevor Megill (MIL),0,0,0,0,0,3,6,9,73,1.27,3.91,336.61,214,359,0,0,0,0,0,0,0,0,1
José Alvarado,PHI,Jose Alvarado (PHI),0,0,0,0,0,3,23,7,84,1.25,3.1,160.8,112,203,0,0,0,0,0,0,0,0,1
Patrick Corbin,WSN,Patrick Corbin (WSN),0,0,0,0,0,7,0,0,112,1.47,5.2,360.8,326,326,0,0,0,0,0,0,0,0,1
Robert Gasser,MIL,Robert Gasser (MIL),0,0,0,0,0,4,0,1,70,1.35,4.51,360.97,356,356,0,0,0,0,0,0,0,0,1
Matt Waldron,SDP,Matt Waldron (SDP),0,0,0,0,0,4,0,0,66,1.32,4.72,360.99,359,359,0,0,0,0,0,0,0,0,1
David Bednar,PIT,David Bednar (PIT),0,0,0,0,0,3,30,2,73,1.18,3.24,89.07,55,145,0,0,0,0,0,0,0,0,1
Tyler Wells,BAL,Tyler Wells (BAL),0,0,0,0,0,6,0,1,96,1.19,4.29,288.24,181,355,0,0,0,0,0,0,0,0,1
Ryan Pressly,HOU,Ryan Pressly (HOU),0,0,0,0,0,4,5,16,69,1.13,3.39,325.72,108,360,0,0,0,0,0,0,0,0,1
Hunter Harvey,WSN,Hunter Harvey (WSN),0,0,0,0,0,3,13,13,67,1.15,3.54,259.9,154,346,0,0,0,0,0,0,0,0,1
